阿爸 a1/ba4
控告 kong4/gao4
控股 kong4/gu3
控诉 kong4/su4
控制 kong4/zhi4
口岸 kou3/an4
口才 kou3/cai2
口齿 kou3/chi3
口传 kou3/chuan2
口袋 kou3/dai4
口服 kou3/fu2
口供 kou3/gong1
口号 kou3/hao4
口红 kou3/hong2
口角 kou3/jiao3
口径 kou3/jing4
口诀 kou3/jue2
口粮 kou3/liang2
口令 kou3/ling4
口内 kou3/nei4
口气 kou3/qi4
口腔 kou3/qiang1
口哨 kou3/shao4
口实 kou3/shi2
口试 kou3/shi4
口授 kou3/shou4
口述 kou3/shu4
口水 kou3/shui3
口头 kou3/tou2
口味 kou3/wei4
口吻 kou3/wen3
口信 kou3/xin4
口译 kou3/yi4
口音 kou3/yin1
口语 kou3/yu3
口中 kou3/zhong1
口子 kou3/zi
叩拜 kou4/bai4
叩头 kou4/tou2
扣除 kou4/chu2
扣发 kou4/fa1
扣留 kou4/liu2
扣球 kou4/qiu2
扣杀 kou4/sha1
扣压 kou4/ya1
扣押 kou4/ya1
扣子 kou4/zi
枯黄 ku1/huang2
枯竭 ku1/jie2
枯木 ku1/mu4
枯瘦 ku1/shou4
枯水 ku1/shui3
枯死 ku1/si3
枯萎 ku1/wei1
枯燥 ku1/zao4
哭喊 ku1/han3
哭叫 ku1/jiao4
哭闹 ku1/nao4
哭泣 ku1/qi4
哭声 ku1/sheng1
哭诉 ku1/su4
窟窿 ku1/long2
苦处 ku3/chu4
苦读 ku3/du2
苦干 ku3/gan4
苦功 ku3/gong1
苦果 ku3/guo3
苦苦 ku3/ku3
苦练 ku3/lian4
苦闷 ku3/men4
苦难 ku3/nan2
苦恼 ku3/nao3
苦涩 ku3/se4
苦水 ku3/shui3
苦痛 ku3/tong4
苦头 ku3/tou2
苦维 ku3/wei2
苦笑 ku3/xiao4
苦心 ku3/xin1
苦学 ku3/xue2
苦于 ku3/yu2
苦战 ku3/zhan4
苦衷 ku3/zhong1
库藏 ku4/cang2
库存 ku4/cun2
库房 ku4/fang2
库仑 ku4/lun2
裤衩 ku4/cha3
裤子 ku4/zi
酷爱 ku4/ai4
酷热 ku4/re4
酷暑 ku4/shu3
酷似 ku4/shi4
酷刑 ku4/xing2
夸大 kua1/da4
夸奖 kua1/jiang3
夸口 kua1/kou3
夸脱 kua1/tuo1
夸耀 kua1/yao4
夸赞 kua1/zan4
夸张 kua1/zhang1
垮掉 kua3/diao4
垮台 kua3/tai2
挎包 kua4/bao1
跨步 kua4/bu4
跨出 kua4/chu1
跨度 kua4/du4
跨国 kua4/guo2
跨过 kua4/guo4
跨海 kua4/hai3
跨进 kua4/jin4
跨栏 kua4/lan2
跨区 kua4/qu1
跨入 kua4/ru4
跨省 kua4/sheng3
跨跳 kua4/tiao4
跨越 kua4/yue4
块根 kuai4/gen1
块规 kuai4/gui1
块茎 kuai4/jing1
块煤 kuai4/mei2
块状 kuai4/zhuang4
快报 kuai4/bao4
快步 kuai4/bu4
快餐 kuai4/can1
快车 kuai4/che1
快递 kuai4/di4
快攻 kuai4/gong1
快活 kuai4/huo2
快乐 kuai4/le4
快慢 kuai4/man4
快速 kuai4/su4
快艇 kuai4/ting3
快慰 kuai4/wei4
快信 kuai4/xin4
快讯 kuai4/xun4
快要 kuai4/yao4
快于 kuai4/yu2
筷子 kuai4/zi
宽敞 kuan1/chang3
宽畅 kuan1/chang4
宽绰 kuan1/chuo4
宽大 kuan1/da4
宽待 kuan1/dai4
宽度 kuan1/du4
宽广 kuan1/guang3
宽宏 kuan1/hong2
宽厚 kuan1/hou4
宽阔 kuan1/kuo4
宽容 kuan1/rong2
宽恕 kuan1/shu4
宽松 kuan1/song1
宽慰 kuan1/wei4
宽限 kuan1/xian4
宽心 kuan1/xin1
宽余 kuan1/yu2
宽裕 kuan1/yu4
宽窄 kuan1/zhai3
款待 kuan3/dai4
款式 kuan3/shi4
款项 kuan3/xiang4
款子 kuan3/zi
匡算 kuang1/suan4
哐啷 kuang1/lang1
狂暴 kuang2/bao4
狂风 kuang2/feng1
狂欢 kuang2/huan1
狂热 kuang2/re4
狂人 kuang2/ren2
狂妄 kuang2/wang4
狂喜 kuang2/xi3
况且 kuang4/qie3
旷工 kuang4/gong1
旷课 kuang4/ke4
旷野 kuang4/ye3
矿藏 kuang4/cang2
矿层 kuang4/ceng2
矿产 kuang4/chan3
矿长 kuang4/zhang3
矿床 kuang4/chuang2
矿房 kuang4/fang2
矿工 kuang4/gong1
矿浆 kuang4/jiang1
矿井 kuang4/jing3
矿区 kuang4/qu1
矿泉 kuang4/quan2
矿山 kuang4/shan1
矿石 kuang4/shi2
矿体 kuang4/ti3
矿物 kuang4/wu4
矿业 kuang4/ye4
矿柱 kuang4/zhu4
框架 kuang1/jia4
框框 kuang1/kuang1
框图 kuang1/tu2
亏本 kui1/ben3
亏待 kui1/dai4
亏空 kui1/kong1
亏损 kui1/sun3
盔甲 kui1/jia3
窥测 kui1/ce4
窥见 kui1/jian4
窥视 kui1/shi4
窥探 kui1/tan4
葵花 kui2/hua1
魁伟 kui2/wei3
魁梧 kui2/wu2
傀儡 gui1/lei3
匮乏 kui4/fa2
愧疚 kui4/jiu4
溃败 kui4/bai4
溃烂 kui4/lan4
溃散 kui4/san4
溃退 kui4/tui4
溃疡 kui4/yang2
馈赠 kui4/zeng4
昆虫 kun1/chong2
昆仑 kun1/lun2
昆明 kun1/ming2
捆绑 kun3/bang3
捆扎 kun3/zha1
困厄 kun4/e4
困乏 kun4/fa2
困惑 kun4/huo4
困境 kun4/jing4
困倦 kun4/juan4
困苦 kun4/ku3
困难 kun4/nan2
困扰 kun4/rao3
困守 kun4/shou3
扩编 kuo4/bian1
扩充 kuo4/chong1
扩大 kuo4/da4
扩建 kuo4/jian4
扩军 kuo4/jun1
扩散 kuo4/san4
扩印 kuo4/yin4
扩展 kuo4/zhan3
扩张 kuo4/zhang1
括号 kuo4/hao4
阔别 kuo4/bie2
阔步 kuo4/bu4
阔绰 kuo4/chuo4
阔佬 kuo4/lao3
阔气 kuo4/qi4
垃圾 la1/ji1
拉长 la1/zhang3
拉扯 la1/che3
拉倒 la1/dao4
拉丁 la1/ding1
拉夫 la1/fu1
拉幅 la1/fu2
拉杆 la1/gan1
拉祜 la1/hu4
拉近 la1/jin4
拉开 la1/kai1
拉力 la1/li4
拉拢 la1/long3
拉美 la1/mei3
拉平 la1/ping2
拉入 la1/ru4
拉萨 la1/sa4
拉伸 la1/shen1
喇叭 la3/ba1
喇嘛 la3/ma
腊梅 la4/mei2
腊月 la4/yue4
蜡板 la4/ban3
蜡染 la4/ran3
蜡纸 la4/zhi3
蜡烛 la4/zhu2
辣椒 la4/jiao1
辣味 la4/wei4
来宾 lai2/bin1
来此 lai2/ci3
来到 lai2/dao4
来电 lai2/dian4
来犯 lai2/fan4
来访 lai2/fang3
来稿 lai2/gao3
来函 lai2/han2
来华 lai2/hua2
来回 lai2/hui2
来件 lai2/jian4
来京 lai2/jing1
来看 lai2/kan4
来历 lai2/li4
来临 lai2/lin2
来路 lai2/lu4
来年 lai2/nian2
来人 lai2/ren2
来日 lai2/ri4
来势 lai2/shi4
来说 lai2/shuo1
来头 lai2/tou2
来往 lai2/wang3
来文 lai2/wen2
来信 lai2/xin4
来意 lai2/yi4
来由 lai2/you2
来源 lai2/yuan2
来者 lai2/zhe3
来自 lai2/zi4
赖皮 lai4/pi2
癞子 lai4/zi
兰花 lan2/hua1
兰州 lan2/zhou1
拦挡 lan2/dang3
拦击 lan2/ji1
拦截 lan2/jie2
拦路 lan2/lu4
拦网 lan2/wang3
拦腰 lan2/yao1
拦住 lan2/zhu4
拦阻 lan2/zu3
栏杆 lan2/gan1
栏目 lan2/mu4
阑尾 lan2/wei3
蓝本 lan2/ben3
蓝色 lan2/se4
蓝天 lan2/tian1
蓝图 lan2/tu2
谰言 lan2/yan2
篮球 lan2/qiu2
篮子 lan2/zi
缆绳 lan3/sheng2
懒怠 lan3/dai4
懒得 lan3/de2
懒惰 lan3/duo4
懒汉 lan3/han4
懒散 lan3/san4
懒于 lan3/yu2
烂漫 lan4/man4
烂泥 lan4/ni2
烂熟 lan4/shu2
滥捕 lan4/bu3
滥调 lan4/diao4
滥发 lan4/fa1
滥伐 lan4/fa2
滥用 lan4/yong4
郎中 lang2/zhong1
狼狈 lang2/bei4
狼籍 lang2/ji2
狼藉 lang2/ji2
朗读 lang3/du2
朗朗 lang3/lang3
朗诵 lang3/song4
浪潮 lang4/chao2
浪荡 lang4/dang4
浪费 lang4/fei4
浪花 lang4/hua1
浪漫 lang4/man4
浪涛 lang4/tao1
浪头 lang4/tou2
捞取 lao1/qu3
劳保 lao2/bao3
劳动 lao2/dong4
劳顿 lao2/dun4
劳改 lao2/gai3
劳工 lao2/gong1
劳驾 lao2/jia4
劳教 lao2/jiao4
劳苦 lao2/ku3
劳累 lao2/lei4
劳力 lao2/li4
劳模 lao2/mo2
劳神 lao2/shen2
劳务 lao2/wu4
劳役 lao2/yi4
劳支 lao2/zhi1
劳资 lao2/zi1
劳作 lao2/zuo4
牢房 lao2/fang2
牢固 lao2/gu4
牢记 lao2/ji4
牢靠 lao2/kao4
牢牢 lao2/lao2
牢笼 lao2/long2
牢骚 lao2/sao1
唠叨 lao2/dao1
痨病 lao2/bing4
老板 lao3/ban3
老伴 lao3/ban4
老本 lao3/ben3
老成 lao3/cheng2
老大 lao3/da4
老汉 lao3/han4
老虎 lao3/hu3
老化 lao3/hua4
老家 lao3/jia1
老将 lao3/jiang1
老练 lao3/lian4
老龄 lao3/ling2
老年 lao3/nian2
老农 lao3/nong2
老牌 lao3/pai2
老婆 lao3/po2
老区 lao3/qu1
老人 lao3/ren2
老弱 lao3/ruo4
老少 lao3/shao3
老师 lao3/shi1
老实 lao3/shi2
老式 lao3/shi4
老是 lao3/shi4
老手 lao3/shou3
老鼠 lao3/shu3
老帅 lao3/shuai4
老头 lao3/tou2
老外 lao3/wai4
老挝 lao3/wo1
老弦 lao3/xian2
老乡 lao3/xiang1
老小 lao3/xiao3
老爷 lao3/ye2
老鹰 lao3/ying1
老友 lao3/you3
老妪 lao3/yu4
老远 lao3/yuan3
老者 lao3/zhe3
老子 lao3/zi
老总 lao3/zong3
姥姥 lao3/lao3
潦草 lao3/cao3
潦倒 lao3/dao4
涝灾 lao4/zai1
烙饼 lao4/bing3
烙铁 lao4/tie3
烙印 lao4/yin4
乐段 le4/duan4
乐队 le4/dui4
乐观 le4/guan1
乐谱 le4/pu3
乐器 le4/qi4
乐曲 le4/qu1
乐趣 le4/qu4
乐山 le4/shan1
乐事 le4/shi4
乐团 le4/tuan2
乐意 le4/yi4
乐于 le4/yu2
乐园 le4/yuan2
乐章 le4/zhang1
勒紧 lei1/jin3
勒令 lei1/ling4
勒索 lei1/suo3
雷达 lei2/da2
雷电 lei2/dian4
雷锋 lei2/feng1
雷管 lei2/guan3
雷击 lei2/ji1
雷声 lei2/sheng1
雷同 lei2/tong2
雷雨 lei2/yu3
垒球 lei3/qiu2
磊落 lei3/luo4
肋骨 le1/gu3
泪痕 lei4/hen2
泪花 lei4/hua1
泪水 lei4/shui3
泪珠 lei4/zhu1
类比 lei4/bi3
类别 lei4/bie2
类次 lei4/ci4
类似 lei4/shi4
类推 lei4/tui1
类型 lei4/xing2
累积 lei4/ji1
累计 lei4/ji4
累加 lei4/jia1
累进 lei4/jin4
累累 lei4/lei4
累年 lei4/nian2
累月 lei4/yue4
累赘 lei4/zhui4
擂台 lei2/tai2
棱角 leng2/jiao3
冷藏 leng3/cang2
冷场 leng3/chang3
冷淡 leng3/dan4
冷冻 leng3/dong4
冷风 leng3/feng1
冷宫 leng3/gong1
冷汗 leng3/han4
冷静 leng3/jing4
冷库 leng3/ku4
冷酷 leng3/ku4
冷落 leng3/luo4
冷门 leng3/men2
冷漠 leng3/mo4
冷凝 leng3/ning2
冷暖 leng3/nuan3
冷僻 leng3/pi4
冷气 leng3/qi4
冷清 leng3/qing1
冷却 leng3/que4
冷热 leng3/re4
冷食 leng3/shi2
冷水 leng3/shui3
冷天 leng3/tian1
冷笑 leng3/xiao4
冷饮 leng3/yin3
冷遇 leng3/yu4
冷轧 leng3/ya4
冷战 leng3/zhan4
厘米 li2/mi3
离岸 li2/an4
离别 li2/bie2
离层 li2/ceng2
离队 li2/dui4
离婚 li2/hun1
离家 li2/jia1
离间 li2/jian1
离解 li2/jie3
离京 li2/jing1
离境 li2/jing4
离开 li2/kai1
离谱 li2/pu3
离奇 li2/qi2
离任 li2/ren4
离散 li2/san4
离弦 li2/xian2
离校 li2/xiao4
离心 li2/xin1
离休 li2/xiu1
离异 li2/yi4
离职 li2/zhi2
离子 li2/zi
黎民 li2/min2
黎明 li2/ming2
黎族 li2/zu2
篱笆 li2/ba1
罹难 li2/nan2
礼拜 li3/bai4
礼宾 li3/bin1
礼服 li3/fu2
礼花 li3/hua1
礼节 li3/jie2
礼貌 li3/mao4
礼炮 li3/pao4
礼品 li3/pin3
礼让 li3/rang4
礼堂 li3/tang2
礼物 li3/wu4
礼仪 li3/yi2
礼遇 li3/yu4
李鹏 li3/peng2
里边 li3/bian1
里程 li3/cheng2
里加 li3/jia1
里拉 li3/la1
里面 li3/mian4
里弄 li3/nong4
里头 li3/tou2
里外 li3/wai4
理财 li3/cai2
理睬 li3/cai3
理当 li3/dang1
理发 li3/fa1
理工 li3/gong1
理化 li3/hua4
理会 li3/hui4
理解 li3/jie3
理科 li3/ke1
理亏 li3/kui1
理疗 li3/liao2
理论 li3/lun4
理屈 li3/qu1
理事 li3/shi4
理顺 li3/shun4
理想 li3/xiang3
理性 li3/xing4
理学 li3/xue2
理应 li3/ying1
理由 li3/you2
理智 li3/zhi4
鲤鱼 li3/yu2
力臂 li4/bi4
力场 li4/chang3
力促 li4/cu4
力点 li4/dian3
力度 li4/du4
力矩 li4/ju3
力克 li4/ke4
力量 li4/liang4
力偶 li4/ou3
力气 li4/qi4
力求 li4/qiu2
力图 li4/tu2
力行 li4/xing2
力学 li4/xue2
力争 li4/zheng1
历程 li4/cheng2
历次 li4/ci4
历代 li4/dai4
历法 li4/fa3
历届 li4/jie4
历尽 li4/jin3
历经 li4/jing1
历来 li4/lai2
历历 li4/li4
历年 li4/nian2
历任 li4/ren4
历时 li4/shi2
历史 li4/shi3
历险 li4/xian3
厉害 li4/hai4
厉声 li4/sheng1
厉行 li4/xing2
立案 li4/an4
立场 li4/chang3
立春 li4/chun1
立冬 li4/dong1
立法 li4/fa3
立方 li4/fang1
立功 li4/gong1
立国 li4/guo2
立即 li4/ji2
立刻 li4/ke4
立论 li4/lun4
立秋 li4/qiu1
立时 li4/shi2
立式 li4/shi4
立体 li4/ti3
立夏 li4/xia4
立宪 li4/xian4
立项 li4/xiang4
立新 li4/xin1
立意 li4/yi4
立于 li4/yu2
立正 li4/zheng4
立志 li4/zhi4
立柱 li4/zhu4
立足 li4/zu2
丽江 li4/jiang1
丽水 li4/shui3
利弊 li4/bi4
利国 li4/guo2
利害 li4/hai4
利己 li4/ji3
利率 li4/lv4
利落 li4/luo4
利民 li4/min2
利润 li4/run4
利税 li4/shui4
利索 li4/suo3
利息 li4/xi1
利益 li4/yi4
利用 li4/yong4
利诱 li4/you4
利于 li4/yu2
利欲 li4/yu4
呖呖 li4/li4
沥青 li4/qing1
例会 li4/hui4
例如 li4/ru2
例题 li4/ti2
例外 li4/wai4
例行 li4/xing2
例证 li4/zheng4
例子 li4/zi
隶属 li4/shu3
荔枝 li4/zhi1
栗子 li4/zi
砾岩 li4/yan2
粒度 li4/du4
粒子 li4/zi
痢疾 li4/ji2
连长 lian2/zhang3
连闯 lian2/chuang3
连带 lian2/dai4
连队 lian2/dui4
连杆 lian2/gan1
连贯 lian2/guan4
连环 lian2/huan2
连接 lian2/jie1
连结 lian2/jie2
连累 lian2/lei4
连连 lian2/lian2
连忙 lian2/mang2
连绵 lian2/mian2
连年 lian2/nian2
连篇 lian2/pian1
连任 lian2/ren4
连日 lian2/ri4
连声 lian2/sheng1
连胜 lian2/sheng4
连锁 lian2/suo3
连天 lian2/tian1
连通 lian2/tong1
连同 lian2/tong2
连续 lian2/xu4
连夜 lian2/ye4
连赢 lian2/ying2
连载 lian2/zai4
连遭 lian2/zao1
连珠 lian2/zhu1
连作 lian2/zuo4
帘子 lian2/zi
怜悯 lian2/min3
怜惜 lian2/xi1
涟漪 lian2/yi1
联邦 lian2/bang1
联播 lian2/bo1
联大 lian2/da4
联队 lian2/dui4
联防 lian2/fang2
联贯 lian2/guan4
联合 lian2/he2
联户 lian2/hu4
联欢 lian2/huan1
联机 lian2/ji1
联接 lian2/jie1
联结 lian2/jie2
联军 lian2/jun1
联络 lian2/luo4
联盟 lian2/meng2
联名 lian2/ming2
联赛 lian2/sai4
联网 lian2/wang3
联席 lian2/xi2
联系 lian2/xi4
联想 lian2/xiang3
联谊 lian2/yi4
联姻 lian2/yin1
联营 lian2/ying2
联运 lian2/yun4
联展 lian2/zhan3
廉耻 lian2/chi3
廉价 lian2/jia4
廉洁 lian2/jie2
廉政 lian2/zheng4
镰刀 lian2/dao1
脸颊 lian3/jia2
脸孔 lian3/kong3
脸面 lian3/mian4
脸庞 lian3/pang2
脸盆 lian3/pen2
脸皮 lian3/pi2
脸谱 lian3/pu3
脸色 lian3/se4
脸上 lian3/shang4
练兵 lian4/bing1
练达 lian4/da2
练功 lian4/gong1
练武 lian4/wu3
练习 lian4/xi2
炼钢 lian4/gang1
炼焦 lian4/jiao1
炼乳 lian4/ru3
炼铁 lian4/tie3
炼油 lian4/you2
炼制 lian4/zhi4
恋爱 lian4/ai4
链轮 lian4/lun2
链条 lian4/tiao2
链子 lian4/zi
良策 liang2/ce4
良方 liang2/fang1
良好 liang2/hao3
良机 liang2/ji1
良苦 liang2/ku3
良师 liang2/shi1
良田 liang2/tian2
良宵 liang2/xiao1
良心 liang2/xin1
良性 liang2/xing4
良药 liang2/yao4
良医 liang2/yi1
良友 liang2/you3
良缘 liang2/yuan2
良知 liang2/zhi1
良种 liang2/zhong3
凉风 liang2/feng1
凉快 liang2/kuai4
凉山 liang2/shan1
凉爽 liang2/shuang3
凉水 liang2/shui3
粮仓 liang2/cang1
粮草 liang2/cao3
粮店 liang2/dian4
粮价 liang2/jia4
粮库 liang2/ku4
粮棉 liang2/mian2
粮票 liang2/piao4
粮食 liang2/shi2
粮田 liang2/tian2
粮油 liang2/you2
粮站 liang2/zhan4
踉跄 liang2/qiang1
两岸 liang3/an4
两半 liang3/ban4
两边 liang3/bian1
两便 liang3/bian4
两侧 liang3/ce4
两次 liang3/ci4
两党 liang3/dang3
两道 liang3/dao4
两地 liang3/de
两点 liang3/dian3
两端 liang3/duan1
两个 liang3/ge4
两广 liang3/guang3
两国 liang3/guo2
两级 liang3/ji2
两极 liang3/ji2
两间 liang3/jian1
两立 liang3/li4
两枚 liang3/mei2
两面 liang3/mian4
两难 liang3/nan2
两年 liang3/nian2
两旁 liang3/pang2
两栖 liang3/qi1
两讫 liang3/qi4
两全 liang3/quan2
两手 liang3/shou3
两条 liang3/tiao2
两头 liang3/tou2
两项 liang3/xiang4
两性 liang3/xing4
两样 liang3/yang4
两翼 liang3/yi4
两用 liang3/yong4
两院 liang3/yuan4
两者 liang3/zhe3
两只 liang3/zhi3
两种 liang3/zhong3
两重 liang3/zhong4
亮光 liang4/guang1
亮堂 liang4/tang2
亮相 liang4/xiang1
谅解 liang4/jie3
量变 liang4/bian4
量度 liang4/du4
量具 liang4/ju4
量刑 liang4/xing2
量子 liang4/zi
辽东 liao2/dong1
辽河 liao2/he2
辽阔 liao2/kuo4
辽宁 liao2/ning2
辽西 liao2/xi1
辽阳 liao2/yang2
辽源 liao2/yuan2
疗程 liao2/cheng2
疗法 liao2/fa3
疗效 liao2/xiao4
疗养 liao2/yang3
聊城 liao2/cheng2
聊天 liao2/tian1
寥寥 liao2/liao2
寥落 liao2/luo4
嘹亮 liao2/liang4
撩拨 liao1/bo1
缭绕 liao2/rao4
燎原 liao2/yuan2
镣铐 liao4/kao4
了得 le/de2
了结 le/jie2
了解 le/jie3
了却 le/que4
了事 le/shi4
了望 le/wang4
料到 liao4/dao4
料定 liao4/ding4
料斗 liao4/dou4
料酒 liao4/jiu3
料理 liao4/li3
料想 liao4/xiang3
列车 lie4/che1
列出 lie4/chu1
列岛 lie4/dao3
列队 lie4/dui4
列国 lie4/guo2
列举 lie4/ju3
列宁 lie4/ning2
列强 lie4/qiang2
列入 lie4/ru4
列为 lie4/wei4
列席 lie4/xi2
劣等 lie4/deng3
劣迹 lie4/ji1
劣绅 lie4/shen1
劣势 lie4/shi4
劣质 lie4/zhi4
烈火 lie4/huo3
烈女 lie4/nv3
烈日 lie4/ri4
烈士 lie4/shi4
烈性 lie4/xing4
烈属 lie4/shu3
猎狗 lie4/gou3
猎奇 lie4/qi2
猎取 lie4/qu3
猎人 lie4/ren2
猎物 lie4/wu4
裂变 lie4/bian4
裂缝 lie4/feng4
裂痕 lie4/hen2
裂化 lie4/hua4
裂解 lie4/jie3
裂开 lie4/kai1
裂口 lie4/kou3
裂纹 lie4/wen2
裂隙 lie4/xi4
邻邦 lin2/bang1
邻村 lin2/cun1
邻国 lin2/guo2
邻近 lin2/jin4
邻居 lin2/ju1
邻里 lin2/li3
邻县 lin2/xian4
林场 lin2/chang3
林带 lin2/dai4
林地 lin2/de
林海 lin2/hai3
林立 lin2/li4
林木 lin2/mu4
林区 lin2/qu1
林业 lin2/ye4
林子 lin2/zi
临别 lin2/bie2
临床 lin2/chuang2
临到 lin2/dao4
临界 lin2/jie4
临近 lin2/jin4
临了 lin2/le
临摹 lin2/mo2
临时 lin2/shi2
临死 lin2/si3
临危 lin2/wei1
临行 lin2/xing2
临战 lin2/zhan4
临终 lin2/zhong1
临走 lin2/zou3
淋巴 lin2/ba1
淋病 lin2/bing4
淋漓 lin2/li2
淋浴 lin2/yu4
粼粼 lin2/lin2
磷肥 lin2/fei2
磷光 lin2/guang1
磷火 lin2/huo3
磷酸 lin2/suan1
鳞片 lin2/pian4
鳞伤 lin2/shang1
凛冽 lin3/lie4
凛然 lin3/ran2
吝啬 lin4/se4
吝惜 lin4/xi1
伶俐 ling2/li4
灵便 ling2/bian4
灵丹 ling2/dan1
灵感 ling2/gan3
灵魂 ling2/hun2
灵活 ling2/huo2
灵机 ling2/ji1
灵杰 ling2/jie2
灵敏 ling2/min3
灵巧 ling2/qiao3
灵堂 ling2/tang2
灵通 ling2/tong1
灵验 ling2/yan4
灵芝 ling2/zhi1
玲珑 ling2/long2
凌晨 ling2/chen2
凌驾 ling2/jia4
凌空 ling2/kong1
凌厉 ling2/li4
凌乱 ling2/luan4
凌辱 ling2/ru3
铃铛 ling2/dang1
铃声 ling2/sheng1
陵墓 ling2/mu4
陵园 ling2/yuan2
聆听 ling2/ting1
菱形 ling2/xing2
零担 ling2/dan1
零点 ling2/dian3
零度 ling2/du4
零儿 ling2/er2
零件 ling2/jian4
零陵 ling2/ling2
零乱 ling2/luan4
零散 ling2/san4
零时 ling2/shi2
零售 ling2/shou4
零碎 ling2/sui4
零头 ling2/tou2
零下 ling2/xia4
零星 ling2/xing1
零用 ling2/yong4
领带 ling3/dai4
领导 ling3/dao3
领地 ling3/de
领队 ling3/dui4
领海 ling3/hai3
领航 ling3/hang2
领会 ling3/hui4
领奖 ling3/jiang3
领教 ling3/jiao4
领空 ling3/kong1
领路 ling3/lu4
领略 ling3/lve4
领取 ling3/qu3
领事 ling3/shi4
领受 ling3/shou4
领司 ling3/si1
领头 ling3/tou2
领土 ling3/tu3
领悟 ling3/wu4
领先 ling3/xian1
领衔 ling3/xian2
领袖 ling3/xiu4
领域 ling3/yu4
领主 ling3/zhu3
领子 ling3/zi
令爱 ling4/ai4
令箭 ling4/jian4
令其 ling4/qi2
令人 ling4/ren2
令尊 ling4/zun1
另担 ling4/dan1
另加 ling4/jia1
另据 ling4/ju4
另外 ling4/wai4
另行 ling4/xing2
另选 ling4/xuan3
另议 ling4/yi4
另有 ling4/you3
浏览 liu2/lan3
流产 liu2/chan3
流畅 liu2/chang4
流程 liu2/cheng2
流出 liu2/chu1
流传 liu2/chuan2
流窜 liu2/cuan4
流动 liu2/dong4
流毒 liu2/du2
流放 liu2/fang4
流感 liu2/gan3
流浪 liu2/lang4
流泪 liu2/lei4
流利 liu2/li4
流量 liu2/liang4
流露 liu2/lu4
流落 liu2/luo4
流满 liu2/man3
流氓 liu2/mang2
流派 liu2/pai4
流入 liu2/ru4
流沙 liu2/sha1
流失 liu2/shi1
流逝 liu2/shi4
流水 liu2/shui3
流速 liu2/su4
流淌 liu2/tang3
流体 liu2/ti3
流通 liu2/tong1
流亡 liu2/wang2
流向 liu2/xiang4
流泻 liu2/xie4
流星 liu2/xing1
流行 liu2/xing2
流血 liu2/xue4
流言 liu2/yan2
流于 liu2/yu2
流域 liu2/yu4
流转 liu2/zhuan3
留步 liu2/bu4
留成 liu2/cheng2
留存 liu2/cun2
留给 liu2/gei3
留级 liu2/ji2
留恋 liu2/lian4
留美 liu2/mei3
留名 liu2/ming2
留念 liu2/nian4
留情 liu2/qing2
留任 liu2/ren4
留神 liu2/shen2
留守 liu2/shou3
留下 liu2/xia4
留校 liu2/xiao4
留心 liu2/xin1
留学 liu2/xue2
留言 liu2/yan2
留洋 liu2/yang2
留意 liu2/yi4
留影 liu2/ying3
留用 liu2/yong4
留职 liu2/zhi2
留驻 liu2/zhu4
硫分 liu2/fen1
硫化 liu2/hua4
硫磺 liu2/huang2
硫酸 liu2/suan1
柳条 liu3/tiao2
柳州 liu3/zhou1
六安 liu4/an1
六届 liu4/jie4
六十 liu4/shi2
六月 liu4/yue4
龙灯 long2/deng1
龙头 long2/tou2
龙舟 long2/zhou1
笼络 long2/luo4
笼统 long2/tong3
笼罩 long2/zhao4
笼子 long2/zi
聋哑 long2/ya3
隆冬 long2/dong1
隆隆 long2/long2
隆起 long2/qi3
隆重 long2/zhong4
陇南 long3/nan2
垄断 long3/duan4
楼房 lou2/fang2
楼阁 lou2/ge2
楼上 lou2/shang4
楼梯 lou2/ti1
楼下 lou2/xia4
陋室 lou4/shi4
陋俗 lou4/su2
陋习 lou4/xi2
漏报 lou4/bao4
漏电 lou4/dian4
漏洞 lou4/dong4
漏斗 lou4/dou4
漏面 lou4/mian4
漏气 lou4/qi4
漏水 lou4/shui3
漏税 lou4/shui4
漏网 lou4/wang3
镂空 lou4/kong1
露出 lu4/chu1
露底 lu4/di3
露骨 lu4/gu3
露面 lu4/mian4
露水 lu4/shui3
露宿 lu4/su4
露天 lu4/tian1
露头 lu4/tou2
露珠 lu4/zhu1
卢布 lu2/bu4
庐山 lu2/shan1
芦苇 lu2/wei3
芦席 lu2/xi2
炉衬 lu2/chen4
炉顶 lu2/ding3
炉火 lu2/huo3
炉料 lu2/liao4
炉膛 lu2/tang2
炉温 lu2/wen1
炉灶 lu2/zao4
炉渣 lu2/zha1
炉子 lu2/zi
鲁莽 lu3/mang3
鲁迅 lu3/xun4
陆地 lu4/de
陆丰 lu4/feng1
陆军 lu4/jun1
陆路 lu4/lu4
陆续 lu4/xu4
陆运 lu4/yun4
录取 lu4/qu3
录入 lu4/ru4
录相 lu4/xiang1
录象 lu4/xiang4
录像 lu4/xiang4
录音 lu4/yin1
录用 lu4/yong4
录制 lu4/zhi4
鹿茸 lu4/rong1
滤纸 lv4/zhi3
路边 lu4/bian1
路标 lu4/biao1
路程 lu4/cheng2
路灯 lu4/deng1
路段 lu4/duan4
路费 lu4/fei4
路过 lu4/guo4
路基 lu4/ji1
路径 lu4/jing4
路局 lu4/ju2
路口 lu4/kou3
路面 lu4/mian4
路旁 lu4/pang2
路人 lu4/ren2
路上 lu4/shang4
路途 lu4/tu2
路线 lu4/xian4
